,Id,PID,MS SubClass,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,Screen Porch,Mo Sold,Yr Sold,SalePrice,MS Zoning_Other,MS Zoning_RL,MS Zoning_RM,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Briardale,Neighborhood_Brook Side,Neighborhood_Clear Creek,Neighborhood_College Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_Meadow Village,Neighborhood_Mitchel,Neighborhood_North Ames,Neighborhood_North Ridge Heights,Neighborhood_North West Ames,Neighborhood_Northpark Villa,Neighborhood_Northridge,Neighborhood_Old Town,Neighborhood_Other,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_Sawyer West,Neighborhood_Somer Street,Neighborhood_Stone Brook,Neighborhood_Timberland,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_Other,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1Story,House Style_2Story,House Style_Other,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Other,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Other,Exterior 1st_Plywood,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_None,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,BsmtFin Type 2_BLQ,BsmtFin Type 2_GLQ,BsmtFin Type 2_LwQ,BsmtFin Type 2_None,BsmtFin Type 2_Rec,BsmtFin Type 2_Unf,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Garage Finish_None,Garage Finish_RFn,Garage Finish_Unf,Paved Drive_P,Paved Drive_Y,Sale Type_New,Sale Type_Other,Sale Type_WD 
444,883,907414080,60,8633,6,5,2005,2005,0.0,4,3,4,3,0,193.0,0.0,545.0,738.0,5,1,738,738,1476,1.0,0.0,2,1,3,1,4,7,0,2005.0,2.0,540.0,100,35,0,0,2,2009,173500,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
445,2537,534201300,85,8400,5,6,1968,1968,0.0,3,3,4,3,3,744.0,0.0,89.0,833.0,4,1,898,0,898,1.0,0.0,1,0,3,1,3,6,0,1968.0,1.0,326.0,143,0,0,0,8,2006,140000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
446,1120,528439010,20,10037,8,5,2006,2007,0.0,4,3,5,3,0,666.0,0.0,794.0,1460.0,5,1,1460,0,1460,0.0,0.0,2,0,3,1,4,6,1,2006.0,2.0,480.0,0,20,0,0,8,2008,247000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
447,774,905107310,85,8014,6,5,1978,1978,23.0,3,3,4,3,3,456.0,0.0,0.0,456.0,3,1,1034,0,1034,0.0,1.0,1,0,3,1,3,5,1,1978.0,2.0,504.0,0,0,0,0,6,2009,149900,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
448,1447,907202010,20,12250,5,6,1978,1978,180.0,3,3,4,3,1,781.0,0.0,83.0,864.0,5,1,1174,0,1174,1.0,0.0,1,0,3,1,3,5,0,1978.0,2.0,528.0,211,0,280,0,5,2008,158000,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
449,104,533223100,160,2403,7,5,2003,2003,0.0,4,3,4,3,0,244.0,0.0,286.0,530.0,5,1,530,550,1080,0.0,0.0,2,1,2,1,4,4,0,2003.0,2.0,496.0,0,50,0,0,6,2010,147110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
450,2694,903454080,50,8600,6,6,1937,1950,0.0,3,3,3,3,0,0.0,0.0,780.0,780.0,3,1,780,596,1376,0.0,0.0,2,0,3,1,3,7,1,1937.0,1.0,198.0,0,0,0,0,6,2006,119500,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
451,920,909275080,50,13680,5,6,1940,1950,0.0,3,3,3,3,0,728.0,0.0,112.0,840.0,5,1,840,727,1567,1.0,0.0,1,1,2,1,3,6,2,1961.0,2.0,440.0,0,21,150,0,2,2009,205000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
452,1951,535379110,70,10800,5,9,1895,1999,0.0,3,4,4,3,2,0.0,0.0,736.0,736.0,5,1,751,783,1534,0.0,0.0,1,1,3,1,4,6,0,1895.0,0.0,0.0,0,112,0,0,7,2007,148000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
453,9,527146030,120,5389,8,5,1995,1996,0.0,4,3,4,3,0,1180.0,0.0,415.0,1595.0,5,1,1616,0,1616,1.0,0.0,2,0,2,1,4,5,1,1995.0,2.0,608.0,237,152,0,0,3,2010,236500,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
454,2848,909176180,50,10890,5,5,1938,1950,0.0,3,3,2,3,0,930.0,0.0,128.0,1058.0,3,1,1058,493,1551,1.0,0.0,2,0,3,1,2,6,0,1938.0,1.0,240.0,0,0,0,0,7,2006,137000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
455,614,534431130,20,9768,5,5,1955,1955,0.0,3,3,3,3,0,100.0,247.0,613.0,960.0,4,1,960,0,960,1.0,0.0,1,0,2,1,3,5,0,1955.0,1.0,330.0,0,70,0,0,2,2009,122000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
456,1736,528222030,20,8993,7,5,2007,2007,0.0,4,3,4,3,2,0.0,0.0,1302.0,1302.0,5,1,1302,0,1302,0.0,0.0,2,0,3,1,4,6,0,2007.0,2.0,436.0,0,22,0,0,8,2007,176485,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
457,2686,903400030,30,11672,5,5,1925,1950,0.0,3,3,3,3,0,0.0,0.0,816.0,816.0,3,1,816,0,816,0.0,0.0,1,0,2,1,3,4,0,1925.0,1.0,210.0,168,0,112,0,7,2006,109000,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
458,2257,916253320,120,9763,7,5,1998,1998,239.0,4,3,4,3,0,1102.0,72.0,328.0,1502.0,5,1,1502,0,1502,1.0,0.0,1,1,1,1,4,5,1,1998.0,1.0,286.0,0,0,0,0,9,2007,330000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
459,1284,902100020,20,9836,6,5,2008,2008,0.0,3,3,3,3,0,96.0,0.0,96.0,192.0,4,0,1133,0,1133,1.0,0.0,1,0,3,1,3,7,0,2008.0,1.0,308.0,0,175,0,0,12,2008,143000,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
460,1765,528340030,60,10557,9,5,1998,1998,422.0,4,3,5,3,3,672.0,0.0,736.0,1408.0,5,1,1671,1407,3078,1.0,0.0,2,1,4,1,4,9,1,1998.0,3.0,806.0,108,87,0,0,7,2007,410000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
461,1811,531380110,60,8462,6,5,1994,1994,105.0,4,4,4,4,0,814.0,0.0,114.0,928.0,5,1,936,785,1721,0.0,1.0,2,1,3,1,4,7,0,1994.0,2.0,471.0,300,87,0,0,7,2007,201000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
462,2603,535380130,50,10818,4,4,1910,1950,0.0,3,3,2,3,0,0.0,0.0,1077.0,1077.0,3,1,981,779,1760,0.0,0.0,1,1,4,1,3,7,1,1935.0,2.0,648.0,120,0,96,0,2,2006,80000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
463,2220,909282020,70,7259,6,8,1945,2002,0.0,3,3,3,3,0,774.0,150.0,104.0,1028.0,5,1,1436,884,2320,1.0,0.0,2,1,3,1,4,9,1,1945.0,1.0,180.0,224,0,0,0,7,2007,259500,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
464,2273,916477060,60,11800,7,5,2003,2004,94.0,4,3,4,3,3,766.0,0.0,356.0,1122.0,5,1,1146,1340,2486,1.0,0.0,3,1,5,1,4,10,1,2003.0,2.0,452.0,143,32,0,0,7,2007,279900,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
465,163,535453070,20,7500,5,7,1959,1994,0.0,3,3,3,3,0,340.0,906.0,0.0,1246.0,5,1,1246,0,1246,1.0,0.0,1,1,3,1,4,6,0,1959.0,1.0,305.0,218,0,0,0,5,2010,154000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
466,2734,905403050,50,6488,5,5,1942,1950,0.0,3,3,3,3,0,230.0,0.0,569.0,799.0,5,0,799,351,1150,0.0,0.0,1,0,3,1,3,6,2,1942.0,1.0,215.0,264,0,0,0,3,2006,128000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
467,426,528108010,20,14230,8,5,2007,2007,640.0,4,3,4,3,0,0.0,0.0,1566.0,1566.0,5,1,1600,0,1600,0.0,0.0,2,0,3,1,4,7,1,2007.0,3.0,890.0,0,56,0,0,7,2009,256300,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
468,2216,909276210,50,7810,4,6,1930,2003,0.0,3,4,3,4,0,189.0,0.0,741.0,930.0,5,1,1230,525,1755,0.0,0.0,2,0,4,1,4,7,1,1930.0,1.0,231.0,0,40,0,0,11,2007,188000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
469,2900,916475100,20,14331,8,5,2002,2002,630.0,4,3,5,3,3,1274.0,0.0,526.0,1800.0,5,1,1800,0,1800,1.0,0.0,2,0,3,1,4,7,1,2002.0,3.0,765.0,270,78,0,0,5,2006,312500,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
470,97,533212010,160,3182,7,5,2004,2005,0.0,4,3,4,3,0,0.0,0.0,600.0,600.0,5,1,600,600,1200,0.0,0.0,2,1,2,1,4,4,0,2004.0,2.0,480.0,0,172,0,0,6,2010,151000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
471,1680,527451170,160,1920,5,5,1971,1971,376.0,3,3,3,3,0,471.0,0.0,294.0,765.0,5,1,765,600,1365,1.0,0.0,1,1,2,1,3,6,0,1971.0,2.0,440.0,240,36,0,0,8,2007,122500,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
472,1133,531371070,60,10110,6,5,2003,2003,0.0,4,3,4,3,1,80.0,555.0,200.0,835.0,5,1,835,861,1696,1.0,0.0,2,1,3,1,4,7,0,2003.0,2.0,542.0,143,66,0,0,7,2008,188000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
473,2761,906394010,60,10984,7,5,2005,2006,0.0,4,3,4,3,3,0.0,0.0,945.0,945.0,5,1,945,864,1809,0.0,0.0,2,1,3,1,4,8,0,2005.0,2.0,638.0,144,54,0,0,5,2006,209700,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
474,1642,527256030,20,14082,8,5,2006,2006,945.0,4,3,5,4,3,1558.0,0.0,662.0,2220.0,5,1,2234,0,2234,1.0,0.0,1,1,1,1,4,7,1,2006.0,2.0,724.0,390,80,0,0,1,2007,441929,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
475,1141,531382110,60,8480,6,5,1993,1994,120.0,4,3,4,3,0,602.0,0.0,284.0,886.0,5,1,886,794,1680,0.0,1.0,2,1,3,1,4,7,0,1993.0,2.0,474.0,144,96,0,0,10,2008,163000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
476,2118,906475110,60,12205,6,8,1966,2007,157.0,3,3,3,2,3,568.0,0.0,264.0,832.0,4,1,976,1111,2087,0.0,0.0,2,1,5,1,4,9,0,1966.0,2.0,444.0,133,168,0,0,7,2007,187500,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
477,870,907275010,20,15750,8,5,1999,2000,260.0,4,3,4,3,3,1246.0,0.0,216.0,1462.0,5,1,1513,0,1513,1.0,0.0,2,0,2,1,4,5,1,1999.0,2.0,521.0,135,34,0,0,6,2009,220000,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
478,1875,534201040,20,8050,5,6,1967,1993,0.0,3,3,3,3,0,474.0,38.0,437.0,949.0,3,1,1107,0,1107,1.0,0.0,1,0,3,1,4,5,0,1967.0,1.0,308.0,88,64,0,0,3,2007,127000,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
479,155,535327140,20,7200,5,7,1955,2007,0.0,3,3,3,3,0,0.0,0.0,0.0,0.0,5,1,827,0,827,0.0,0.0,1,0,2,1,3,5,1,1967.0,1.0,392.0,0,0,0,0,4,2010,107500,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
